Car Evaluation,Perceptron,Accuracy,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.8208092485549133,0.8208092485549133,0.8208092485549133,0.8208092485549133,0.8208092485549133,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7687861271676301
Car Evaluation,Perceptron,F1_Score,0.7047619047619047,0.7047619047619047,0.7047619047619047,0.7047619047619047,0.7047619047619047,0.17910447761194032,0.17910447761194032,0.17910447761194032,0.17910447761194032,0.17910447761194032,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.37500000000000006,0.37500000000000006,0.37500000000000006,0.37500000000000006,0.37500000000000006
Car Evaluation,SVC,Accuracy,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.861271676300578,0.861271676300578,0.861271676300578,0.861271676300578,0.861271676300578,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8728323699421965,0.8728323699421965,0.8728323699421965,0.8728323699421965,0.8728323699421965
Car Evaluation,SVC,F1_Score,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.75,0.75,0.75,0.75,0.75,0.7924528301886792,0.7924528301886792,0.7924528301886792,0.7924528301886792,0.7924528301886792
Car Evaluation,GaussianNB,Accuracy,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7601156069364162,0.7601156069364162,0.7601156069364162,0.7601156069364162,0.7601156069364162,0.7716763005780347,0.7716763005780347,0.7716763005780347,0.7716763005780347,0.7716763005780347,0.8179190751445087,0.8179190751445087,0.8179190751445087,0.8179190751445087,0.8179190751445087
Car Evaluation,GaussianNB,F1_Score,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6744186046511628,0.6744186046511628,0.6744186046511628,0.6744186046511628,0.6744186046511628,0.6301369863013699,0.6301369863013699,0.6301369863013699,0.6301369863013699,0.6301369863013699,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7435897435897436
Car Evaluation,DecisionTree,Accuracy,0.976878612716763,0.976878612716763,0.976878612716763,0.976878612716763,0.976878612716763,0.9624277456647399,0.9624277456647399,0.9624277456647399,0.9624277456647399,0.9624277456647399,0.9826589595375722,0.9826589595375722,0.9826589595375722,0.9826589595375722,0.9826589595375722,0.9682080924855492,0.9682080924855492,0.9682080924855492,0.9682080924855492,0.9682080924855492
Car Evaluation,DecisionTree,F1_Score,0.9855072463768115,0.9855072463768115,0.9855072463768115,0.9855072463768115,0.9855072463768115,0.9323308270676692,0.9323308270676692,0.9323308270676692,0.9323308270676692,0.9323308270676692,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9759036144578312,0.9759036144578312,0.9759036144578312,0.9759036144578312,0.9759036144578312
Car Evaluation,KNN,Accuracy,0.9132947976878613,0.9132947976878613,0.9132947976878613,0.9132947976878613,0.9132947976878613,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.9190751445086706,0.9190751445086706,0.9190751445086706,0.9190751445086706,0.9190751445086706,0.9132947976878613,0.9132947976878613,0.9132947976878613,0.9132947976878613,0.9132947976878613
Car Evaluation,KNN,F1_Score,0.9281767955801106,0.9281767955801106,0.9281767955801106,0.9281767955801106,0.9281767955801106,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.9183673469387755,0.9183673469387755,0.9183673469387755,0.9183673469387755,0.9183673469387755,0.858974358974359,0.858974358974359,0.858974358974359,0.858974358974359,0.858974358974359
