nome_dataset,nome_classificador,metrica,resultado_1,resultado_2,resultado_3,resultado_4,resultado_5,resultado_6,resultado_7,resultado_8,resultado_9,resultado_10,resultado_11,resultado_12,resultado_13,resultado_14,resultado_15,resultado_16,resultado_17,resultado_18,resultado_19,resultado_20
bank,Perceptron,Acc,0.6955568171905142,0.787793756568142,0.6719125858974884,0.7301722901525107,0.7159822186416064,0.7857959164440116,0.6738088823324773,0.7933050323534714,0.7546709581086684,0.6576190117762138,0.6846331673027188,0.6219542854193905,0.835207477192354,0.693621637466235,0.726535927636528,0.7640156657293871,0.8173110422097123,0.7210317225453933,0.7014422049686744,0.6266169339021029
bank,Perceptron,F1,0.6780238245863692,0.7588583952480596,0.5666356053799343,0.5243164727780787,0.5447309249615472,0.511646574524588,0.7437734508372096,0.5024362159341292,0.777354670461178,0.6698805308331441,0.6358098222977173,0.523111839592214,0.5258271309499739,0.7682048976807503,0.7681369049622453,0.7666367446107505,0.7648938628587257,0.6671296010231899,0.793909371193338,0.7309558420452131
bank,SVM,Acc,0.6938500312654781,0.6794029916327393,0.6782697899285594,0.6681235058889193,0.7624268401456933,0.6474658117679998,0.6127174242136701,0.7707879124371358,0.8354528611184203,0.6381364749722949,0.842086613027967,0.6900097034894298,0.6008193823804925,0.7474910874374527,0.6522863120359972,0.6318122737639106,0.7968632611120932,0.767444031057996,0.738360100782994,0.624429693977758
bank,SVM,F1,0.7458385623766756,0.7126861204698105,0.7055287957034548,0.5902503881805602,0.7631225379240234,0.5420406315933256,0.7896282088119286,0.6397963989606672,0.733589190136546,0.7079609497087211,0.6289367178151752,0.6348256831548762,0.5035736975438544,0.6925033473535164,0.5380623947108318,0.6818967546890695,0.5437090960875725,0.5424371821927787,0.557482056955616,0.6184919349522018
bank,GaussianNB,Acc,0.7394879322103111,0.7105181716054558,0.8107937705806361,0.7065304701540545,0.6978619333605532,0.6642015075566633,0.6331360756597759,0.8161086517683382,0.7410733974020398,0.848686448700535,0.6080273670874617,0.630871131734684,0.6011786741198508,0.614059074552566,0.7407461493518634,0.6654996212891088,0.8002690842663744,0.6455301240100219,0.7172576471637726,0.8341129688322613
bank,GaussianNB,F1,0.5843560336599342,0.6926691902507089,0.7919299937701778,0.7181560141314829,0.591715622573552,0.758194685714284,0.6565673576674543,0.6221967743294615,0.5216817804665652,0.6209737674474347,0.5169524574124115,0.5812323963738519,0.6456748135670844,0.741431999977946,0.7281979779264149,0.79394034628011,0.6645327731330738,0.7592309299460753,0.6411967876765267,0.52180965021459
bank,KNN,Acc,0.7991536056585666,0.6004925780885502,0.6260799566251145,0.6264583818243175,0.6037075435537821,0.6664062774036548,0.826453107254034,0.6372395948739848,0.6319583651279742,0.7749581428820462,0.8476638148234693,0.8089983544449204,0.6706142524894946,0.6044359248626611,0.7690165727978135,0.8015949701343096,0.6795600677212379,0.8266412841671437,0.6213599368912706,0.7986349845406293
bank,KNN,F1,0.7523618746711175,0.7601722266668252,0.7700512986740302,0.7292640883429252,0.6506826764042254,0.7675537982856635,0.623098895762547,0.615197379374789,0.6519138612390591,0.5884653705454913,0.7183534229426526,0.6425893110397836,0.6202492500443948,0.7154971935401515,0.503994698931937,0.7721559756931877,0.5839912912277686,0.6564522859221112,0.7603188476965546,0.5199882139150358
bank,DecisionTree,Acc,0.6970751069383353,0.7264973933594878,0.7114373280452191,0.76247349560995,0.8167619890205963,0.6406719766901756,0.6405037793568373,0.8475936549006519,0.7052607665667464,0.683571186115974,0.8339910600634808,0.6468120802242333,0.760647873857265,0.6348367243706485,0.7558633372079036,0.6723895261595273,0.7422446689592549,0.7659291124032185,0.7581780316719838,0.7669411552705472
bank,DecisionTree,F1,0.7531224179014425,0.7998006614846072,0.5725748849810677,0.5612949766666201,0.5851425491090891,0.6703340587582635,0.5363719956207698,0.7524368235715782,0.706862201801654,0.6956054741407722,0.7187857427918565,0.5038114900555859,0.5903354960577576,0.6406714643358318,0.7403676364979476,0.6265535721015348,0.5435028652311622,0.5001496031488982,0.7581785228924798,0.6089857040800389
