nome_dataset,nome_classificador,metrica,resultado_1,resultado_2,resultado_3,resultado_4,resultado_5,resultado_6,resultado_7,resultado_8,resultado_9,resultado_10,resultado_11,resultado_12,resultado_13,resultado_14,resultado_15,resultado_16,resultado_17,resultado_18,resultado_19,resultado_20
data.csv,Perceptron,ACC,0.695,0.675,0.6475,0.675,0.6,0.64,0.6725,0.7275,0.7025,0.6775,0.6925,0.6925,0.6825,0.68,0.665,0.6875,0.7225,0.695,0.7025,0.71
data.csv,Perceptron,F1,0.626131054541958,0.5981664833149981,0.5593097456859106,0.5940008043272248,0.5668882346805132,0.5890546655252537,0.5979312873816117,0.6399687934801473,0.6216109768933613,0.6127871112627211,0.5970303521514594,0.6191356476123937,0.601980999844562,0.6155234465029696,0.5519804044968395,0.6228110997650813,0.6217740414442975,0.5934001670843775,0.6136902599372429,0.6035542228885558
data.csv,SVM,ACC,0.7325,0.735,0.7375,0.745,0.73,0.735,0.755,0.755,0.7025,0.7325,0.745,0.7775,0.7425,0.7125,0.73,0.755,0.7525,0.74,0.705,0.7325
data.csv,SVM,F1,0.5785650623885918,0.6054484048784703,0.6185579729770395,0.6463982583774249,0.6141906405421217,0.618695768911926,0.6437229873723176,0.6505172706864314,0.5645571857935526,0.6053820899442475,0.6313874034462269,0.6656486708158441,0.6286637012325086,0.5917733462203549,0.5915979910416924,0.6421473967955198,0.6365877641985773,0.575812741220994,0.5816328240697989,0.6198541519642436
data.csv,Naive Bayes,ACC,0.675,0.67,0.6625,0.68,0.615,0.6325,0.6575,0.665,0.655,0.6675,0.65,0.655,0.6525,0.6325,0.6475,0.6575,0.6875,0.6575,0.67,0.695
data.csv,Naive Bayes,F1,0.5759757354946173,0.5824775353016688,0.5305674717672684,0.5750612074678184,0.5064840570007626,0.5387386824969826,0.5546750916039956,0.569884516093147,0.5501327106874266,0.5648377826279701,0.550433074708437,0.5379115379115379,0.5455736029571646,0.521900462802619,0.5438427871148459,0.5749398569397073,0.6154658147632478,0.5625985400537342,0.5863101788951216,0.6063515509968056
data.csv,KNN,ACC,0.6675,0.655,0.68,0.68,0.62,0.6525,0.675,0.6975,0.67,0.69,0.645,0.685,0.66,0.6525,0.6475,0.67,0.6825,0.67,0.6625,0.685
data.csv,KNN,F1,0.5655992920143863,0.5519182964861381,0.5707945913828266,0.5923602008416409,0.5286943584694543,0.5654730676256237,0.595093550102039,0.6270438003485569,0.5904093585709477,0.5968461166975074,0.5399483931503636,0.6010221989720406,0.5683539528899023,0.5657320936725413,0.5315616423466754,0.5719560499339842,0.5715530806057427,0.5903212083537405,0.5569435068329689,0.5784645466584125
data.csv,Decision Tree,ACC,0.655,0.6475,0.6475,0.65,0.66,0.665,0.6425,0.67,0.665,0.655,0.655,0.66,0.65,0.615,0.62,0.6875,0.6475,0.6675,0.635,0.6625
data.csv,Decision Tree,F1,0.5911057745811278,0.5704033383069919,0.5786900342455898,0.5998562342215134,0.6097467045179464,0.5963567873115612,0.5881816539064451,0.6151832144463724,0.60582342899475,0.5876333298409927,0.5974698048569458,0.5909266521762331,0.5938214938214939,0.5554133944929274,0.5547093760958617,0.617959200997231,0.5853045294910355,0.6002051416768257,0.575434205036998,0.6103842629293995
