mushroom, perceptron, acc, 0.5135467980295566, 0.44950738916256155, 0.937807881773399, 0.7444581280788177, 0.8633004926108374, 0.5320197044334976, 0.8516009852216748, 0.7253694581280788, 0.7204433497536946, 0.7038177339901478, 0.48891625615763545, 0.9839901477832512, 0.9236453201970444, 0.7697044334975369, 0.9482758620689655, 0.5929802955665024, 0.9895320197044335, 0.8522167487684729, 0.7604679802955665, 0.9636699507389163
mushroom, perceptron, f1, 0.47230654064147803, 0.42072478825630444, 0.9325101600550703, 0.6595568419749905, 0.825989250301177, 0.48763165804029407, 0.749435181788558, 0.7247344650460686, 0.6446553914547183, 0.7017567906546816, 0.45448482179859095, 0.9587847836357318, 0.9159291148710481, 0.6733575268412414, 0.9396490855519868, 0.5103897993465868, 0.9737640110425309, 0.8464774419209227, 0.6370516044484356, 0.9581672637096122
mushroom, svm, acc, 0.7801724137931034, 1.0, 0.999384236453202, 0.9322660098522167, 0.9704433497536946, 0.7801724137931034, 1.0, 0.999384236453202, 0.9322660098522167, 0.9704433497536946, 0.7801724137931034, 1.0, 0.999384236453202, 0.9322660098522167, 0.9704433497536946, 0.7801724137931034, 1.0, 0.999384236453202, 0.9322660098522167, 0.9704433497536946
mushroom, svm, f1, 0.688500253866426, 1.0, 0.9993147930856546, 0.8958838449774329, 0.9645104895104895, 0.688500253866426, 1.0, 0.9993147930856546, 0.8958838449774329, 0.9645104895104895, 0.688500253866426, 1.0, 0.9993147930856546, 0.8958838449774329, 0.9645104895104895, 0.688500253866426, 1.0, 0.9993147930856546, 0.8958838449774329, 0.9645104895104895
mushroom, bayes, acc, 0.47167487684729065, 0.5443349753694581, 0.8713054187192119, 0.7789408866995073, 0.9550492610837439, 0.47167487684729065, 0.5443349753694581, 0.8713054187192119, 0.7789408866995073, 0.9550492610837439, 0.47167487684729065, 0.5443349753694581, 0.8713054187192119, 0.7789408866995073, 0.9550492610837439, 0.47167487684729065, 0.5443349753694581, 0.8713054187192119, 0.7789408866995073, 0.9550492610837439
mushroom, bayes, f1, 0.4410728382463369, 0.5443349753694581, 0.8572859969011414, 0.6873464594164855, 0.9468759508282596, 0.4410728382463369, 0.48183919147321586, 0.8572859969011414, 0.6873464594164855, 0.9468759508282596, 0.4410728382463369, 0.48183919147321586, 0.8572859969011414, 0.6873464594164855, 0.9468759508282596, 0.4410728382463369, 0.48183919147321586, 0.8572859969011414, 0.6873464594164855, 0.9468759508282596
mushroom, trees, acc, 1.0, 1.0, 1.0, 0.9938423645320197, 0.9901477832512315, 1.0, 1.0, 1.0, 0.9901477832512315, 0.9852216748768473, 1.0, 1.0, 1.0, 0.9938423645320197, 1.0, 1.0, 1.0, 1.0, 0.9938423645320197, 0.9852216748768473
mushroom, trees, f1, 1.0, 1.0, 1.0, 0.9890874295789791, 0.9884920634920635, 1.0, 1.0, 1.0, 0.982977608322524, 0.9826619217081851, 1.0, 1.0, 1.0, 0.9890874295789791, 1.0, 1.0, 1.0, 1.0, 0.9890874295789791, 0.9826619217081851
mushroom, knn, acc, 0.6958128078817734, 0.999384236453202, 0.999384236453202, 0.9033251231527094, 0.8214285714285714, 0.6958128078817734, 0.999384236453202, 0.999384236453202, 0.9033251231527094, 0.8214285714285714, 0.6958128078817734, 0.999384236453202, 0.999384236453202, 0.9033251231527094, resultado_15, 0.6958128078817734, 0.999384236453202, 0.999384236453202, 0.9033251231527094, 0.8214285714285714
mushroom, knn, f1, 0.6958128078817734, 0.9984713150361793, 0.9993147930856546, 0.8586500662210536, 0.7570467582848417, 0.6958128078817734, 0.9984713150361793, 0.9993147930856546, 0.8586500662210536, 0.7570467582848417, 0.5950811497237134, 0.9984713150361793, 0.9993147930856546, 0.8586500662210536, resultado_15, 0.5950811497237134, 0.9984713150361793, 0.9993147930856546, 0.8586500662210536, 0.7570467582848417
