nome_dataset,nome_classificador,metrica,resultado_1,resultado_2,resultado_3,resultado_4,resultado_5,resultado_6,resultado_7,resultado_8,resultado_9,resultado_10,resultado_11,resultado_12,resultado_13,resultado_14,resultado_15,resultado_16,resultado_17,resultado_18,resultado_19,resultado_20
Mushroom,perceptron,f1_score,0.9616013071895424,0.9877126551105517,0.9065401164628688,0.9605782336409643,0.9914853287147896,0.9694964666391592,0.9645545577699258,0.9961263736263737,0.9510322544635936,0.98445247702502,0.9675638371290545,0.964647735213773,0.978565462337128,0.9576072889841698,0.9896224245288148,0.8627498696332347,0.9775295820661629,0.9661148197596796,0.9869475090173934,0.9708865660085172
Mushroom,perceptron,accuracy,0.9645390070921985,0.9884751773049646,0.9086879432624113,0.9636524822695035,0.9920212765957447,0.9725177304964538,0.9680851063829787,0.9964539007092199,0.9565602836879432,0.9858156028368794,0.9698581560283688,0.9671985815602837,0.9796099290780141,0.9592198581560284,0.9902482269503546,0.8634751773049646,0.9787234042553191,0.9680851063829787,0.9875886524822695,0.9725177304964538
Mushroom,svm,f1_score,0.9693776786895927,0.9693776786895927,0.9693776786895927,0.9693776786895927,0.9693776786895927,0.97449481860779,0.97449481860779,0.97449481860779,0.97449481860779,0.97449481860779,0.9600124243733794,0.9600124243733794,0.9600124243733794,0.9600124243733794,0.9600124243733794,0.9718876169272435,0.9718876169272435,0.9718876169272435,0.9718876169272435,0.9718876169272435
Mushroom,svm,accuracy,0.9716312056737588,0.9716312056737588,0.9716312056737588,0.9716312056737588,0.9716312056737588,0.9769503546099291,0.9769503546099291,0.9769503546099291,0.9769503546099291,0.9769503546099291,0.9627659574468085,0.9627659574468085,0.9627659574468085,0.9627659574468085,0.9627659574468085,0.973404255319149,0.973404255319149,0.973404255319149,0.973404255319149,0.973404255319149
Mushroom,bayes,f1_score,0.5055358110541339,0.5055358110541339,0.5055358110541339,0.5055358110541339,0.5055358110541339,0.5156754968417903,0.5156754968417903,0.5156754968417903,0.5156754968417903,0.5156754968417903,0.513977302927323,0.513977302927323,0.513977302927323,0.513977302927323,0.513977302927323,0.4896430619266055,0.4896430619266055,0.4896430619266055,0.4896430619266055,0.4896430619266055
Mushroom,bayes,accuracy,0.6622340425531915,0.6622340425531915,0.6622340425531915,0.6622340425531915,0.6622340425531915,0.6870567375886525,0.6870567375886525,0.6870567375886525,0.6870567375886525,0.6870567375886525,0.6622340425531915,0.6622340425531915,0.6622340425531915,0.6622340425531915,0.6622340425531915,0.6418439716312057,0.6418439716312057,0.6418439716312057,0.6418439716312057,0.6418439716312057
Mushroom,trees,f1_score,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mushroom,trees,accuracy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mushroom,knn,f1_score,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mushroom,knn,accuracy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
