dataset,classifier,metric,experimento,experimento_num,valor,author
mushroom,naive_bayes,f1_score,v9,9,0.6873464594164855,thalles--barros
mushroom,naive_bayes,f1_score,v10,10,0.9468759508282596,thalles--barros
mushroom,naive_bayes,f1_score,v11,11,0.4410728382463369,thalles--barros
mushroom,naive_bayes,f1_score,v12,12,0.4818391914732158,thalles--barros
mushroom,naive_bayes,f1_score,v13,13,0.8572859969011414,thalles--barros
mushroom,naive_bayes,f1_score,v14,14,0.6873464594164855,thalles--barros
mushroom,naive_bayes,f1_score,v15,15,0.9468759508282596,thalles--barros
mushroom,naive_bayes,f1_score,v16,16,0.4410728382463369,thalles--barros
mushroom,naive_bayes,f1_score,v17,17,0.4818391914732158,thalles--barros
mushroom,naive_bayes,f1_score,v18,18,0.8572859969011414,thalles--barros
mushroom,naive_bayes,f1_score,v19,19,0.6873464594164855,thalles--barros
mushroom,naive_bayes,f1_score,v20,20,0.9468759508282596,thalles--barros
spambase,naive_bayes,f1_score,v1,1,0.7998145730449755,arthur--heiji
spambase,naive_bayes,f1_score,v2,2,0.8272608437314319,arthur--heiji
spambase,naive_bayes,f1_score,v3,3,0.8367590279354985,arthur--heiji
spambase,naive_bayes,f1_score,v4,4,0.7989013704358404,arthur--heiji
spambase,naive_bayes,f1_score,v5,5,0.8103496913018172,arthur--heiji
spambase,naive_bayes,f1_score,v6,6,0.7967802157606966,arthur--heiji
spambase,naive_bayes,f1_score,v7,7,0.8345292413714762,arthur--heiji
spambase,naive_bayes,f1_score,v8,8,0.7923361006883919,arthur--heiji
spambase,naive_bayes,f1_score,v9,9,0.8368825592762262,arthur--heiji
spambase,naive_bayes,f1_score,v10,10,0.8208681214421252,arthur--heiji
spambase,naive_bayes,f1_score,v11,11,0.8300460410390496,arthur--heiji
spambase,naive_bayes,f1_score,v12,12,0.8087065832263001,arthur--heiji
spambase,naive_bayes,f1_score,v13,13,0.8095375548171029,arthur--heiji
spambase,naive_bayes,f1_score,v14,14,0.8060781750317361,arthur--heiji
spambase,naive_bayes,f1_score,v15,15,0.8170047007901278,arthur--heiji
spambase,naive_bayes,f1_score,v16,16,0.8103092783505155,arthur--heiji
spambase,naive_bayes,f1_score,v17,17,0.8046850445531109,arthur--heiji
spambase,naive_bayes,f1_score,v18,18,0.8350071736011477,arthur--heiji
spambase,naive_bayes,f1_score,v19,19,0.8313541692537126,arthur--heiji
spambase,naive_bayes,f1_score,v20,20,0.7973745966559108,arthur--heiji
tic-tac-toe,naive_bayes,f1_score,v1,1,0.6,leandro-menoni
tic-tac-toe,naive_bayes,f1_score,v2,2,0.59,leandro-menoni
tic-tac-toe,naive_bayes,f1_score,v3,3,0.59,leandro-menoni
tic-tac-toe,naive_bayes,f1_score,v4,4,0.52,leandro-menoni
tic-tac-toe,naive_bayes,f1_score,v5,5,0.59,leandro-menoni
