dataset,classifier,metric,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,author
Automobile,decision_tree,accuracy,0.7741935483870968,0.7419354838709677,0.8387096774193549,0.8709677419354839,0.7714285714285715,0.8709677419354839,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8285714285714286,0.8709677419354839,0.8387096774193549,0.6774193548387096,0.7096774193548387,0.8571428571428571,0.935483870967742,0.8064516129032258,0.7419354838709677,0.6451612903225806,0.6857142857142857,eduardo-cavazin
Automobile,knn,f1_score,0.6548387096774194,0.4109311740890688,0.4142704517704518,0.4261437908496732,0.3579365079365079,0.3199197860962566,0.4641284641284641,0.373015873015873,0.3424723424723424,0.4366300366300367,0.3731481481481482,0.5985797827903091,0.4536651583710407,0.287037037037037,0.3845506345506346,0.2769063180827886,0.6269980506822612,0.4048447204968944,0.5167378917378918,0.2808143547273982,eduardo-cavazin
Automobile,knn,accuracy,0.7096774193548387,0.5161290322580645,0.5483870967741935,0.5483870967741935,0.4571428571428571,0.4838709677419355,0.6129032258064516,0.5161290322580645,0.5483870967741935,0.5714285714285714,0.6451612903225806,0.7419354838709677,0.5806451612903226,0.3548387096774194,0.5428571428571428,0.5806451612903226,0.6774193548387096,0.5161290322580645,0.6129032258064516,0.3714285714285714,eduardo-cavazin
mushroom,perceptron,f1_score,0.472306540641478,0.4207247882563044,0.9325101600550704,0.6595568419749905,0.825989250301177,0.487631658040294,0.749435181788558,0.7247344650460686,0.6446553914547183,0.7017567906546816,0.4544848217985909,0.9587847836357318,0.915929114871048,0.6733575268412414, 0.9396490855519868,0.5103897993465868,0.9737640110425309,0.8464774419209227,0.6370516044484356,0.9581672637096122,thalles--barros
mushroom,svm,accuracy,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167,0.9704433497536946,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167,0.9704433497536946,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167, 0.9704433497536946,0.7801724137931034,1.0,0.999384236453202,0.9322660098522167,0.9704433497536946,thalles--barros
mushroom,svm,f1_score,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329,0.9645104895104896,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329,0.9645104895104896,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329, 0.9645104895104895,0.688500253866426,1.0,0.9993147930856546,0.8958838449774329,0.9645104895104896,thalles--barros
mushroom,naive_bayes,accuracy,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073,0.955049261083744,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073,0.955049261083744,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073, 0.9550492610837439,0.4716748768472906,0.5443349753694581,0.8713054187192119,0.7789408866995073,0.955049261083744,thalles--barros
mushroom,naive_bayes,f1_score,0.4410728382463369,0.5443349753694581,0.8572859969011414,0.6873464594164855,0.9468759508282596,0.4410728382463369,0.4818391914732158,0.8572859969011414,0.6873464594164855,0.9468759508282596,0.4410728382463369,0.4818391914732158,0.8572859969011414,0.6873464594164855, 0.9468759508282596,0.4410728382463369,0.4818391914732158,0.8572859969011414,0.6873464594164855,0.9468759508282596,thalles--barros
mushroom,decision_tree,accuracy,1.0,1.0,1.0,0.9938423645320196,0.9901477832512317,1.0,1.0,1.0,0.9901477832512317,0.9852216748768472,1.0,1.0,1.0,0.9938423645320196, 1.0,1.0,1.0,1.0,0.9938423645320196,0.9852216748768472,thalles--barros
mushroom,decision_tree,f1_score,1.0,1.0,1.0,0.9890874295789792,0.9884920634920636,1.0,1.0,1.0,0.982977608322524,0.9826619217081852,1.0,1.0,1.0,0.9890874295789792, 1.0,1.0,1.0,1.0,0.9890874295789792,0.9826619217081852,thalles--barros
mushroom,knn,accuracy,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094,0.8214285714285714,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094,0.8214285714285714,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094, resultado_15,0.6958128078817734,0.999384236453202,0.999384236453202,0.9033251231527094,0.8214285714285714,thalles--barros
mushroom,knn,f1_score,0.6958128078817734,0.9984713150361793,0.9993147930856546,0.8586500662210536,0.7570467582848417,0.6958128078817734,0.9984713150361793,0.9993147930856546,0.8586500662210536,0.7570467582848417,0.5950811497237134,0.9984713150361793,0.9993147930856546,0.8586500662210536, resultado_15,0.5950811497237134,0.9984713150361793,0.9993147930856546,0.8586500662210536,0.7570467582848417,thalles--barros
accelerator-mobile,perceptron,f1_score,0.496,0.495,0.495,0.496,0.495,0.495,0.495,0.495,0.496,0.496,0.497,0.494,0.498,0.495,0.496,0.495,0.497,0.495,0.496,0.495,gregory--soares
accelerator-mobile,perceptron,accuracy,0.982,0.981,0.982,0.984,0.982,0.982,0.98,0.981,0.984,0.984,0.983,0.982,0.984,0.981,0.983,0.982,0.983,0.981,0.984,0.982,gregory--soares
accelerator-mobile,svm,f1_score,0.829,0.813,0.782,0.827,0.788,0.803,0.832,0.8,0.799,0.825,0.83,0.812,0.828,0.815,0.831,0.814,0.829,0.813,0.827,0.816,gregory--soares
accelerator-mobile,svm,accuracy,0.99,0.988,0.987,0.99,0.987,0.988,0.989,0.987,0.989,0.99,0.988,0.989,0.99,0.988,0.99,0.987,0.99,0.988,0.989,0.988,gregory--soares
accelerator-mobile,naive_bayes,f1_score,0.496,0.495,0.495,0.62,0.495,0.496,0.652,0.495,0.496,0.496,0.497,0.495,0.496,0.495,0.497,0.495,0.496,0.495,0.497,0.495,gregory--soares
accelerator-mobile,naive_bayes,accuracy,0.982,0.981,0.982,0.975,0.982,0.982,0.975,0.981,0.984,0.984,0.983,0.982,0.984,0.981,0.983,0.982,0.983,0.981,0.984,0.982,gregory--soares
accelerator-mobile,decision_tree,f1_score,0.914,0.917,0.924,0.907,0.934,0.913,0.924,0.922,0.933,0.91,0.915,0.918,0.925,0.911,0.935,0.914,0.926,0.913,0.934,0.912,gregory--soares
accelerator-mobile,decision_tree,accuracy,0.994,0.994,0.995,0.994,0.995,0.993,0.994,0.994,0.996,0.994,0.995,0.994,0.996,0.993,0.995,0.994,0.995,0.993,0.996,0.994,gregory--soares
accelerator-mobile,knn,f1_score,0.853,0.821,0.83,0.843,0.829,0.834,0.853,0.831,0.803,0.854,0.852,0.822,0.831,0.844,0.83,0.835,0.854,0.832,0.804,0.855,gregory--soares
accelerator-mobile,knn,accuracy,0.99,0.987,0.988,0.99,0.988,0.989,0.989,0.987,0.987,0.99,0.988,0.989,0.99,0.988,0.99,0.987,0.99,0.988,0.989,0.988,gregory--soares
Car Evaluation,perceptron,f1_score,0.7047619047619047,0.7047619047619047,0.7047619047619047,0.7047619047619047,0.7047619047619047,0.1791044776119403,0.1791044776119403,0.1791044776119403,0.1791044776119403,0.1791044776119403,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.375,0.375,0.375,0.375,0.375,vitor-oliveira
Car Evaluation,svm,accuracy,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.861271676300578,0.861271676300578,0.861271676300578,0.861271676300578,0.861271676300578,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8728323699421965,0.8728323699421965,0.8728323699421965,0.8728323699421965,0.8728323699421965,vitor-oliveira
Car Evaluation,svm,f1_score,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.7600000000000001,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.75,0.75,0.75,0.75,0.75,0.7924528301886792,0.7924528301886792,0.7924528301886792,0.7924528301886792,0.7924528301886792,vitor-oliveira
Car Evaluation,naive_bayes,accuracy,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7601156069364162,0.7601156069364162,0.7601156069364162,0.7601156069364162,0.7601156069364162,0.7716763005780347,0.7716763005780347,0.7716763005780347,0.7716763005780347,0.7716763005780347,0.8179190751445087,0.8179190751445087,0.8179190751445087,0.8179190751445087,0.8179190751445087,vitor-oliveira
Car Evaluation,naive_bayes,f1_score,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.6744186046511628,0.6744186046511628,0.6744186046511628,0.6744186046511628,0.6744186046511628,0.6301369863013699,0.6301369863013699,0.6301369863013699,0.6301369863013699,0.6301369863013699,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7435897435897436,0.7435897435897436,vitor-oliveira
Car Evaluation,decision_tree,accuracy,0.976878612716763,0.976878612716763,0.976878612716763,0.976878612716763,0.976878612716763,0.96242774566474,0.96242774566474,0.96242774566474,0.96242774566474,0.96242774566474,0.9826589595375722,0.9826589595375722,0.9826589595375722,0.9826589595375722,0.9826589595375722,0.9682080924855492,0.9682080924855492,0.9682080924855492,0.9682080924855492,0.9682080924855492,vitor-oliveira
Car Evaluation,decision_tree,f1_score,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9323308270676692,0.9323308270676692,0.9323308270676692,0.9323308270676692,0.9323308270676692,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9759036144578312,0.9759036144578312,0.9759036144578312,0.9759036144578312,0.9759036144578312,vitor-oliveira
Car Evaluation,knn,accuracy,0.9132947976878611,0.9132947976878611,0.9132947976878611,0.9132947976878611,0.9132947976878611,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.8815028901734104,0.9190751445086706,0.9190751445086706,0.9190751445086706,0.9190751445086706,0.9190751445086706,0.9132947976878611,0.9132947976878611,0.9132947976878611,0.9132947976878611,0.9132947976878611,vitor-oliveira
Car Evaluation,knn,f1_score,0.9281767955801106,0.9281767955801106,0.9281767955801106,0.9281767955801106,0.9281767955801106,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.8366013071895425,0.9183673469387756,0.9183673469387756,0.9183673469387756,0.9183673469387756,0.9183673469387756,0.858974358974359,0.858974358974359,0.858974358974359,0.858974358974359,0.858974358974359,vitor-oliveira
insurance,logistic_regression,accuracy,0.8544776119402985,0.8619402985074627,0.8432835820895522,0.8470149253731343,0.8656716417910447,0.8544776119402985,0.8432835820895522,0.8544776119402985,0.8395522388059702,0.8171641791044776,0.8432835820895522,0.8619402985074627,0.8283582089552238,0.8880597014925373,0.832089552238806,0.8731343283582089,0.8134328358208955,0.832089552238806,0.8619402985074627,0.8694029850746269,arthur-protazio
insurance,logistic_regression,f1_score,0.8481986815009203,0.8548945068060868,0.839081687007515,0.8412045543940501,0.8627253145745767,0.8540710402007717,0.8396682611759345,0.8517629716707493,0.8388994681200341,0.8099407509233197,0.8361502310464816,0.8592185178006074,0.8226531713537306,0.8864556499452672,0.8285297243699968,0.8669374139634777,0.8039467040798007,0.827868299484069,0.8598716853347115,0.865492217249917,arthur-protazio
insurance,decision_tree,accuracy,0.8097014925373134,0.8283582089552238,0.8507462686567164,0.8283582089552238,0.8171641791044776,0.8059701492537313,0.8246268656716418,0.8246268656716418,0.835820895522388,0.8059701492537313,0.8134328358208955,0.7798507462686567,0.8395522388059702,0.8544776119402985,0.8432835820895522,0.8470149253731343,0.8134328358208955,0.8470149253731343,0.8283582089552238,0.8582089552238806,arthur-protazio
insurance,decision_tree,f1_score,0.8099135635131072,0.8289835603188832,0.8518589254095285,0.8285076570906457,0.8172520965865834,0.8087684072497179,0.8250107933859833,0.8263229680703984,0.8361253743167703,0.8064184059407864,0.8133133130228966,0.7821100202200514,0.8395963558716164,0.855160932545246,0.8430925195224389,0.8474366419257349,0.811097602667818,0.8471558692880753,0.828518503137579,0.857846852926547,arthur-protazio
insurance,random_forest,accuracy,0.9029850746268656,0.8880597014925373,0.9029850746268656,0.8880597014925373,0.8992537313432836,0.8955223880597015,0.914179104477612,0.9067164179104478,0.8880597014925373,0.8843283582089553,0.8805970149253731,0.8805970149253731,0.8880597014925373,0.9328358208955224,0.8843283582089553,0.9067164179104478,0.8432835820895522,0.8805970149253731,0.8992537313432836,0.914179104477612,arthur-protazio
insurance,random_forest,f1_score,0.901363379051258,0.8877769276131564,0.9024542385515708,0.8880839313702513,0.8981085821360256,0.8951240738210492,0.9142252534842756,0.905951231624133,0.8876108399353582,0.8831494120766311,0.8788579645672918,0.8798984873042329,0.8870723492924987,0.9325101532394868,0.8841393791191379,0.9057835540838736,0.8399150705058143,0.8808222871655706,0.8990041591938492,0.9128498507436474,arthur-protazio
insurance,knn,accuracy,0.8134328358208955,0.8432835820895522,0.8134328358208955,0.7910447761194029,0.8544776119402985,0.8283582089552238,0.8432835820895522,0.8208955223880597,0.8097014925373134,0.8544776119402985,0.7910447761194029,0.8246268656716418,0.7985074626865671,0.8582089552238806,0.8134328358208955,0.835820895522388,0.7985074626865671,0.7873134328358209,0.8507462686567164,0.8395522388059702,arthur-protazio
insurance,knn,f1_score,0.8113834407519614,0.8388986964817491,0.8069218797236621,0.7892090779662878,0.8525651994167934,0.8274197771752444,0.8403948965281313,0.8169613198067698,0.8066670089549514,0.8510138927318923,0.7841111389473265,0.8217668531286041,0.7961033424063779,0.8576231397126919,0.8108667679857486,0.8327278144310283,0.7942672096214171,0.7845452240615043,0.8489529547235667,0.8341196566551218,arthur-protazio
insurance,svm,accuracy,0.9029850746268656,0.917910447761194,0.9104477611940298,0.8843283582089553,0.8955223880597015,0.9067164179104478,0.9067164179104478,0.9104477611940298,0.8843283582089553,0.8917910447761194,0.8656716417910447,0.8880597014925373,0.8805970149253731,0.9402985074626866,0.8880597014925373,0.8955223880597015,0.8507462686567164,0.8992537313432836,0.8955223880597015,0.9104477611940298,arthur-protazio
insurance,svm,f1_score,0.9009203147106356,0.91652977848988,0.909046604138898,0.8835551357314911,0.894315212337881,0.9061917319254372,0.9067876159151564,0.9088209034735308,0.8840126904739986,0.8895972838295513,0.8618604667269023,0.8866187095308786,0.8793460443447502,0.9398839030445704,0.8871768150547681,0.8929893880982603,0.8467420146343163,0.8990468871318931,0.8945699228307924,0.9089203344595216,arthur-protazio
wine-white,decision_tree,accuracy,0.7834525025536262,0.7722165474974464,0.7681307456588355,0.7497446373850868,0.7589376915219612,0.7548518896833504,0.7711950970377937,0.7865168539325843,0.7599591419816139,0.7477017364657814,0.7885597548518897,0.7548518896833504,0.7783452502553626,0.7885597548518897,0.7722165474974464,0.7936670071501533,0.7783452502553626,0.7548518896833504,0.7395301327885597,0.7732379979570991,lucas-v2
wine-white,decision_tree,f1_score,0.7471393762183236,0.7457246516070045,0.7350347253271334,0.7167797280622517,0.7294921509122925,0.7196288447219199,0.7328265107212475,0.7576264781798561,0.7291890562079995,0.6971435585096457,0.766647360039427,0.7227780714339651,0.7467072043876122,0.7563402889245586,0.7383974587106383,0.7603560764696757,0.7427879580359467,0.7218987018151861,0.7166849948420089,0.7322605919049168,lucas-v2
wine-white,knn,accuracy,0.7834525025536262,0.7568947906026557,0.7732379979570991,0.7660878447395302,0.7385086823289071,0.7395301327885597,0.7885597548518897,0.7660878447395302,0.7609805924412666,0.7477017364657814,0.7783452502553626,0.7620020429009193,0.7681307456588355,0.7620020429009193,0.7711950970377937,0.7640449438202247,0.7589376915219612,0.7773237997957099,0.7589376915219612,0.7620020429009193,lucas-v2
wine-white,knn,f1_score,0.7480455282657887,0.7191258016297797,0.7322605919049168,0.7309035258814705,0.6929801350464038,0.6998394863563403,0.7481873860709239,0.7235571558043614,0.7309656235026635,0.7061871139964302,0.7479441555406061,0.72184006721484,0.7238576649183563,0.7187284598358785,0.7308591065292096,0.7206122713711247,0.7174865739970849,0.7444782338010631,0.728247471183251,0.7076889167393898,lucas-v2
wine-white,naive_bayes,accuracy,0.7048008171603677,0.6813074565883555,0.7436159346271706,0.6996935648621042,0.6823289070480082,0.6772216547497446,0.7221654749744637,0.693564862104188,0.7170582226762002,0.6925434116445353,0.7048008171603677,0.7037793667007151,0.6976506639427987,0.7068437180796732,0.7078651685393258,0.7088866189989785,0.7068437180796732,0.6905005107252298,0.7037793667007151,0.7180796731358529,lucas-v2
wine-white,naive_bayes,f1_score,0.6669601584855822,0.6494808449695668,0.7019606178402276,0.663518821603928,0.6474327130064835,0.6377945749503577,0.6843133535660091,0.6566518587795184,0.6846140874227331,0.6547263215246084,0.6755397044741716,0.6714734688587721,0.6518759850843809,0.6692649324753014,0.6711802065032554,0.6764447011101177,0.6677018964100078,0.6508267405575481,0.676769677760169,0.6725657282456956,lucas-v2
wine-white,perceptron,accuracy,0.7405515832482125,0.6649642492339122,0.7538304392236976,0.6016343207354443,0.6741573033707865,0.6475995914198162,0.365679264555669,0.7344228804902962,0.6567926455566905,0.7446373850868233,0.6710929519918284,0.6741573033707865,0.7211440245148111,0.6996935648621042,0.686414708886619,0.7099080694586313,0.710929519918284,0.3360572012257405,0.6710929519918284,0.5362614913176711,lucas-v2
wine-white,perceptron,f1_score,0.6264930305215093,0.4393994413407821,0.71680240060015,0.6006338646918539,0.6701430220632736,0.646358356446653,0.3167441562513697,0.7204331781038573,0.444741532976827,0.6415579013965695,0.4634794744366532,0.6679362243948601,0.6978179832371727,0.5121527071553512,0.4718476799662604,0.5634898705082958,0.5626849722433118,0.2538249751411793,0.4922722587295451,0.534208187664009,lucas-v2
wine-white,svm,accuracy,0.7517875383043923,0.7088866189989785,0.7599591419816139,0.7017364657814096,0.7313585291113381,0.7119509703779366,0.7354443309499489,0.7323799795709908,0.7129724208375894,0.763023493360572,0.7344228804902962,0.7323799795709908,0.7313585291113381,0.7313585291113381,0.7313585291113381,0.72829417773238,0.7313585291113381,0.7415730337078652,0.7170582226762002,0.7354443309499489,lucas-v2
wine-white,svm,f1_score,0.6542400816230428,0.6050390905346124,0.6593733945103544,0.5936003730367236,0.6365583019616312,0.6161958516376578,0.6303543808139578,0.6255022543042026,0.6105824015446529,0.6798488949030221,0.6401956349655095,0.6277674580600221,0.6313018997882124,0.6334351264583823,0.6280228551615537,0.6232174688057041,0.630219575841918,0.6442796680152292,0.6304225467281759,0.616005754741983,lucas-v2
iris,perceptron,accuracy,0.9,0.9333333333333332,0.0666666666666666,0.7,0.9,0.9333333333333332,0.0666666666666666,0.7,0.9,0.9333333333333332,0.0666666666666666,0.7,0.9,0.9333333333333332,0.0666666666666666,0.7,0.9,0.9333333333333332,0.0666666666666666,0.7,gustavo--cruz-v2
iris,perceptron,f1_score,0.4736842105263157,0.9282296650717704,0.0416666666666666,0.699666295884316,0.4736842105263157,0.9282296650717704,0.0416666666666666,0.699666295884316,0.4736842105263157,0.9282296650717704,0.0416666666666666,0.699666295884316,0.4736842105263157,0.9282296650717704,0.0416666666666666,0.699666295884316,0.4736842105263157,0.9282296650717704,0.0416666666666666,0.699666295884316,gustavo--cruz-v2
iris,svm,accuracy,1.0,0.5,0.9666666666666668,0.3333333333333333,1.0,0.5,0.9666666666666668,0.3333333333333333,1.0,0.5,0.9666666666666668,0.3333333333333333,1.0,0.5,0.9666666666666668,0.3333333333333333,1.0,0.5,0.9666666666666668,0.3333333333333333,gustavo--cruz-v2
iris,svm,f1_score,1.0,0.3333333333333333,0.964747356051704,0.25,1.0,0.3333333333333333,0.964747356051704,0.25,1.0,0.3333333333333333,0.964747356051704,0.25,1.0,0.3333333333333333,0.964747356051704,0.25,1.0,0.3333333333333333,0.964747356051704,0.25,gustavo--cruz-v2
iris,naive_bayes,accuracy,0.9666666666666668,1.0,0.9,0.9666666666666668,0.9666666666666668,1.0,0.9,0.9666666666666668,0.9666666666666668,1.0,0.9,0.9666666666666668,0.9666666666666668,1.0,0.9,0.9666666666666668,0.9666666666666668,1.0,0.9,0.9666666666666668,gustavo--cruz-v2
iris,naive_bayes,f1_score,0.6470588235294118,1.0,0.4736842105263157,0.9657142857142856,0.6470588235294118,1.0,0.4736842105263157,0.9657142857142856,0.6470588235294118,1.0,0.4736842105263157,0.9657142857142856,0.6470588235294118,1.0,0.4736842105263157,0.9657142857142856,0.6470588235294118,1.0,0.4736842105263157,0.9657142857142856,gustavo--cruz-v2
iris,decision_tree,accuracy,0.8333333333333334,0.9666666666666668,1.0,0.7,0.8333333333333334,0.9666666666666668,1.0,0.7,0.8333333333333334,0.9666666666666668,1.0,0.7,0.8333333333333334,0.9666666666666668,1.0,0.7,0.8333333333333334,0.9666666666666668,1.0,0.7,gustavo--cruz-v2
iris,decision_tree,f1_score,0.4545454545454545,0.6444444444444445,1.0,0.4117647058823529,0.4545454545454545,0.6444444444444445,1.0,0.4117647058823529,0.4545454545454545,0.6444444444444445,1.0,0.4117647058823529,0.4545454545454545,0.6444444444444445,1.0,0.4117647058823529,0.4545454545454545,0.6444444444444445,1.0,0.4117647058823529,gustavo--cruz-v2
iris,knn,accuracy,0.9666666666666668,0.8333333333333334,1.0,1.0,0.9666666666666668,0.8333333333333334,1.0,1.0,0.9666666666666668,0.8333333333333334,1.0,1.0,0.9666666666666668,0.8333333333333334,1.0,1.0,0.9666666666666668,0.8333333333333334,1.0,1.0,gustavo--cruz-v2
iris,knn,f1_score,0.9663299663299664,0.4545454545454545,1.0,1.0,0.9663299663299664,0.4545454545454545,1.0,1.0,0.9663299663299664,0.4545454545454545,1.0,1.0,0.9663299663299664,0.4545454545454545,1.0,1.0,0.9663299663299664,0.4545454545454545,1.0,1.0,gustavo--cruz-v2
bank,perceptron,f1_score,0.6026277569493701,0.5043351991660994,0.5299760641163163,0.4896721430122313,0.5930580032181443,0.486528906776111,0.6142201005388593,0.6740435995649501,0.675374061967681,0.6180455226931989,0.2230678205990858,0.5873053446730805,0.5764716537174724,0.5944976076555024,0.6766437997419487,0.6290375471388752,0.5293737079662567,0.6894185118556492,0.5273202614379084,0.5449796060053805,ana--beatriz
bank,perceptron,accuracy,0.8850828729281768,0.8993362831858407,0.8772123893805309,0.870575221238938,0.8960176991150443,0.881767955801105,0.7389380530973452,0.8650442477876106,0.870575221238938,0.7942477876106194,0.2232044198895027,0.8805309734513275,0.702433628318584,0.8871681415929203,0.8761061946902655,0.8453038674033149,0.8860619469026548,0.8595132743362832,0.8938053097345132,0.8716814159292036,ana--beatriz
bank,svm,f1_score,0.4713785046728972,0.4735002912055912,0.4657210401891253,0.4644549763033175,0.4719626168224299,0.4682726204465335,0.4707259953161593,0.465405085748078,0.4697947214076246,0.4728862973760933,0.4676470588235294,0.4660366213821618,0.4716540035067212,0.4679223072395527,0.4738067520372526,0.4713785046728972,0.47010550996483,0.4697947214076246,0.4707259953161593,0.4650887573964497,ana--beatriz
bank,svm,accuracy,0.8917127071823204,0.8993362831858407,0.8716814159292036,0.8672566371681416,0.8938053097345132,0.8806629834254144,0.8893805309734514,0.870575221238938,0.8860619469026548,0.8971238938053098,0.8784530386740331,0.8727876106194691,0.8926991150442478,0.879424778761062,0.9004424778761062,0.8917127071823204,0.8871681415929203,0.8860619469026548,0.8893805309734514,0.8694690265486725,ana--beatriz
bank,naive_bayes,f1_score,0.6294320923257481,0.6178300865800865,0.6541804382421349,0.6318495839221228,0.660575719649562,0.6477937954664831,0.645399088339127,0.6473736705410663,0.6484036796536796,0.6198732048130418,0.6115024766097964,0.66726599178598,0.6308470290771175,0.6818460031827641,0.5706901426622416,0.6115717186943869,0.6674432863274065,0.6872643712990669,0.6083220927856121,0.6196462953520189,ana--beatriz
bank,naive_bayes,accuracy,0.8265193370165745,0.834070796460177,0.834070796460177,0.8163716814159292,0.8606194690265486,0.8419889502762431,0.8396017699115044,0.8252212389380531,0.8473451327433629,0.827433628318584,0.8276243093922652,0.8462389380530974,0.838495575221239,0.8473451327433629,0.8086283185840708,0.8187845303867404,0.8506637168141593,0.8484513274336283,0.8241150442477876,0.8329646017699115,ana--beatriz
bank,decision_tree,f1_score,0.6853783231083845,0.6525763478443795,0.7441626219131812,0.6710458623502102,0.6931572040941301,0.6408839779005524,0.6884262769697388,0.7096348011587457,0.6838687115951441,0.6602334636029586,0.6514906832298137,0.733798076923077,0.6915795586527294,0.7259275611873961,0.6718931475029035,0.6662031732975595,0.7226509020971408,0.6838162635362512,0.6851651788252686,0.6836419518281271,ana--beatriz
bank,decision_tree,accuracy,0.887292817679558,0.8949115044247787,0.8971238938053098,0.8716814159292036,0.8926991150442478,0.8707182320441988,0.8893805309734514,0.8827433628318584,0.8838495575221239,0.8860619469026548,0.8629834254143647,0.8915929203539823,0.8960176991150443,0.8860619469026548,0.8893805309734514,0.8751381215469614,0.8971238938053098,0.8860619469026548,0.8915929203539823,0.8727876106194691,ana--beatriz
bank,knn,f1_score,0.5217904322175195,0.5197270922461762,0.5116694599498595,0.4774019400328649,0.52049476345251,0.5097873566931208,0.5124682195228434,0.5156892696641651,0.5302029836145756,0.5189676961621178,0.5019966579328659,0.5275694508114055,0.5336084905660378,0.5077688971860841,0.4995050750775942,0.5139001152476259,0.5302029836145756,0.5310408587791161,0.4972109875749901,0.5171091908876669,ana--beatriz
bank,knn,accuracy,0.8861878453038674,0.8949115044247787,0.870575221238938,0.8595132743362832,0.8960176991150443,0.8795580110497238,0.8838495575221239,0.8661504424778761,0.8871681415929203,0.8938053097345132,0.8795580110497238,0.8738938053097345,0.8915929203539823,0.8761061946902655,0.8904867256637168,0.8861878453038674,0.8871681415929203,0.8882743362831859,0.8860619469026548,0.8683628318584071,ana--beatriz
